"CDSR.id","ma.id","study.name","sens","sens.lb","sens.ub","spec","spec.lb","spec.ub","TP","FP","FN","TN"
"CD009519",284,"Sanli 2009",0.818181818181818,0.48224401473999,0.977169036865234,0.895522388059702,0.796510924154253,0.956950571999621,9,7,2,60
"CD009519",284,"Saydam 2012",0.842105263157895,0.604215521561472,0.966173975091231,0.652173913043478,0.427343845367432,0.836236373237942,16,8,3,15
"CD009519",284,"Shin 2008",0.478260869565217,0.268195732780125,0.694121816883916,0.950310559006211,0.90444202600799,0.978306740707492,11,8,12,153
"CD009519",284,"Sommer 2012",0.333333333333333,0.0432717005411784,0.777221997578939,0.96,0.796482696533203,0.998987731933594,2,1,4,24
"CD009519",284,"Subedi 2009",0.916666666666667,0.730026841163635,0.989743868509928,0.850746268656716,0.742597359329907,0.926035582129635,22,10,2,57
"CD009519",284,"Tasci 2010",0.894736842105263,0.668623748578523,0.986987866853413,0.824074074074074,0.73898211673454,0.89062915024934,17,19,2,89
"CD009519",284,"Toba 2010",1,0.6305832862854,1,0.882352941176471,0.725496095769546,0.966998380773208,8,4,0,30
"CD009519",284,"Tournoy 2007",0.892857142857143,0.717735716274806,0.977334567478725,0.8,0.563386154174805,0.942666244506836,25,4,3,16
"CD009519",284,"Uruga 2011",0.333333333333333,0.172874132792155,0.528120358784993,0.901315789473684,0.842462028327741,0.943708244122957,10,15,20,137
"CD009519",284,"Uskul 2009",0.933333333333333,0.779264386494954,0.991822052001953,0.333333333333333,0.0432717005411784,0.777221997578939,28,4,2,2
"CD009519",284,"Usuda 2013",0.375,0.151983618736267,0.645653665065765,0.993055555555556,0.961916973193486,0.99982410007053,6,1,10,143
"CD009519",284,"Yang 2008",0.72,0.506123313903809,0.879283485412598,0.88659793814433,0.806145746683337,0.942011135140645,18,11,7,86
"CD009519",284,"Yang 2010",0.833333333333333,0.358765522638957,0.995789527893066,0.88,0.687810096740723,0.974534149169922,5,3,1,22
"CD009519",284,"Yi 2008",0.622222222222222,0.465410147772895,0.762322044372558,0.942857142857143,0.879766723087856,0.978743634905134,28,6,17,99
"CD009551",285,"Aslan 2015",0.222222222222222,0.0640924241807726,0.476372453901503,0.902097902097902,0.84119371600918,0.94543537059864,4,14,14,129
"CD009551",285,"Aslan 2015",0.5,0.260190486907959,0.739809513092041,0.461538461538462,0.377903718214769,0.546799989847037,9,77,9,66
"CD009551",285,"Badiee 2010",0.866666666666667,0.595397345225016,0.983424123128255,0.82089552238806,0.70803624480518,0.903880902190707,13,12,2,55
"CD009551",285,"Badiee 2017",0.75,0.194120764732361,0.993690967559814,1,0.95801305770874,1,3,0,1,86
"CD009551",285,"Barnes 2009",1,0.590384006500244,1,0.547008547008547,0.452345367170807,0.639234550997742,7,53,0,64
"CD009551",285,"Barnes 2013",0.924528301886792,0.817892551422119,0.979053713240713,0.556451612903226,0.511495863237688,0.600730903687015,49,220,4,276
"CD009551",285,"Bellanger 2015",0.375,0.227262854576111,0.541985094547272,0.897260273972603,0.836212063488895,0.941347069936256,15,15,25,131
"CD009551",285,"Boch 2016",0.9,0.763362264633179,0.972074508666992,0.733333333333333,0.541106573740641,0.877205149332682,36,8,4,22
"CD009551",285,"Boluk 2016",0.9,0.763362264633179,0.972074508666992,0.733333333333333,0.541106573740641,0.877205149332682,36,8,4,22
"CD009551",285,"Cuenca-Estrella 2009",0.9,0.55498423576355,0.997471237182617,0.780821917808219,0.668616223008665,0.869219636263913,9,16,1,57
"CD009551",285,"da Silva 2010",0.75,0.508954167366028,0.913428783416748,0.919075144508671,0.86794943340941,0.955051796973786,15,14,5,159
"CD009551",285,"El Mahallawy 2006",0.75,0.551284432411194,0.893091678619385,0.825396825396825,0.709029031178308,0.909481018308609,21,11,7,52
"CD009551",285,"Ferns 2002",0.666666666666667,0.0942996342976888,0.991596539815267,0.285714285714286,0.0838892800467355,0.581035545894078,2,10,1,4
